,,,,,,,,,Tackles,,,,,Vs Dribbles,,,,Pressures,,,,,,Blocks,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
1460,Anthony Lozano\Anthony-Lozano,hn HON,FW,Cádiz,es La Liga,28-003,1993,14.0,11,10,1,7,3,1,6,16.7,5,165,32,19.4,9,89,67,6,0,0,6,2,13,7,0,Matches
1461,Hirving Lozano\Hirving-Lozano,mx MEX,FW,Napoli,it Serie A,25-272,1995,19.2,30,18,11,14,5,8,29,27.6,21,352,94,26.7,65,156,131,48,2,0,46,13,43,7,0,Matches
1462,Jan Luca Schuler\Jan-Luca-Schuler,de GER,FW,Schalke 04,de Bundesliga,22-037,1999,0.4,1,1,0,1,0,0,1,0.0,1,7,3,42.9,2,2,3,2,0,0,2,0,1,1,0,Matches
1463,Jean Lucas\Jean-Lucas,br BRA,MF,Lyon,fr Ligue 1,22-310,1998,1.9,6,4,2,4,0,1,4,25.0,3,38,12,31.6,8,27,3,2,1,0,1,3,9,2,0,Matches
1464,Jean Lucas\Jean-Lucas,br BRA,MF,Brest,fr Ligue 1,22-310,1998,9.9,23,12,12,10,1,1,16,6.3,15,223,56,25.1,72,115,36,4,0,0,4,13,36,8,0,Matches
1465,Anderson Lucoqui\Anderson-Lucoqui,ao ANG,DF,Arminia,de Bundesliga,23-296,1997,15.8,49,23,33,15,1,20,43,46.5,23,223,58,26.0,120,75,28,53,6,0,47,14,63,55,1,Matches
1466,Jeison Lucumí\Jeison-Lucumi,co COL,FW,Elche,es La Liga,26-020,1995,0.5,1,1,0,1,0,1,1,100.0,0,7,2,28.6,1,4,2,1,0,0,1,0,1,1,0,Matches
1467,Kilian Ludewig\Kilian-Ludewig,de GER,DF,Schalke 04,de Bundesliga,21-054,2000,5.8,14,5,9,3,2,6,31,19.4,25,141,43,30.5,72,57,12,12,1,0,11,4,18,11,0,Matches
1468,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,25-338,1995,28.5,56,33,36,16,4,31,64,48.4,33,334,102,30.5,177,121,36,35,4,0,31,30,86,72,1,Matches
1469,José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,es La Liga,33-279,1987,24.3,16,11,7,8,1,8,39,20.5,31,369,105,28.5,58,143,168,28,0,0,28,8,24,12,0,Matches
1470,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,31-113,1990,24.6,67,41,38,24,5,21,43,48.8,22,383,139,36.3,179,187,17,44,13,1,31,70,137,119,1,Matches
1471,Florentino Luís\Florentino-Luis,pt POR,MF,Monaco,fr Ligue 1,21-252,1999,2.7,14,8,5,6,3,8,14,57.1,6,46,11,23.9,11,30,5,3,0,0,3,3,17,1,0,Matches
1472,Luisinho\Luisinho,pt POR,DF,Huesca,es La Liga,35-358,1985,2.0,4,0,3,1,0,1,4,25.0,3,20,7,35.0,13,6,1,4,0,0,4,1,5,10,0,Matches
1473,Luismi\Luismi,es ESP,MFDF,Elche,es La Liga,28-358,1992,1.8,5,4,3,2,0,0,0,,0,22,6,27.3,10,11,1,1,0,0,1,3,8,4,0,Matches
1474,David Luiz\David-Luiz,br BRA,DF,Arsenal,eng Premier League,34-006,1987,14.9,14,9,7,7,0,4,6,66.7,2,92,36,39.1,49,38,5,23,11,0,12,12,26,66,0,Matches
1475,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,eng Premier League,22-354,1998,27.0,57,39,24,28,5,17,60,28.3,43,527,132,25.0,201,261,65,55,16,0,39,26,83,42,0,Matches
1476,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Inter,it Serie A,27-350,1993,28.7,8,3,1,4,3,3,10,30.0,7,253,69,27.3,10,85,158,15,4,0,11,2,10,27,0,Matches
1477,Dodi Lukebakio\Dodi-Lukebakio,be BEL,FWMF,Hertha BSC,de Bundesliga,23-216,1997,19.8,24,13,16,5,3,3,12,25.0,9,268,64,23.9,65,119,84,18,1,0,17,8,32,10,0,Matches
1478,Saša Lukić\Sasa-Lukic,rs SRB,MF,Torino,it Serie A,24-258,1996,20.3,31,23,12,14,5,7,40,17.5,33,410,114,27.8,102,226,82,33,3,0,30,13,44,11,0,Matches
1479,Senad Lulić\Senad-Lulic,ba BIH,DF,Lazio,it Serie A,35-100,1986,4.6,13,7,6,4,3,4,9,44.4,5,62,18,29.0,22,24,16,4,1,0,3,6,19,9,0,Matches
1480,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,27-069,1994,22.5,26,12,9,14,3,9,42,21.4,33,346,73,21.1,107,169,70,39,8,0,31,20,46,34,1,Matches
1481,Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,Crotone,it Serie A,24-234,1996,20.9,33,19,25,7,1,9,21,42.9,12,227,57,25.1,120,86,21,31,8,0,23,18,51,91,1,Matches
1482,Andreas Luthe\Andreas-Luthe,de GER,GK,Union Berlin,de Bundesliga,34-049,1987,27.8,0,0,0,0,0,0,1,0.0,1,5,2,40.0,5,0,0,0,0,0,0,0,0,1,1,Matches
1483,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,24-086,1997,20.3,21,10,10,9,2,8,17,47.1,9,151,46,30.5,84,60,7,47,26,2,21,47,68,93,1,Matches
1484,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,27-188,1993,22.3,30,14,18,8,4,13,28,46.4,15,218,59,27.1,106,79,33,63,14,0,49,22,52,88,0,Matches
1485,Yann M'Vila\Yann-MVila,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,30-303,1990,0.2,0,0,0,0,0,0,1,0.0,1,5,1,20.0,1,3,1,0,0,0,0,0,0,0,0,Matches
1486,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Brighton,eng Premier League,22-125,1998,10.3,23,16,9,11,3,7,30,23.3,23,229,75,32.8,54,109,66,17,2,0,15,7,30,4,0,Matches
1487,Darwin Machís\Darwin-Machis,ve VEN,FWMF,Granada,es La Liga,28-080,1993,18.7,20,12,7,9,4,6,25,24.0,19,187,49,26.2,47,86,54,21,2,0,19,31,51,15,0,Matches
1488,Tim Maciejewski\Tim-Maciejewski,de GER,MF,Union Berlin,de Bundesliga,20-054,2001,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1489,Yvann Macon\Yvann-Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,22-209,1998,6.0,30,19,24,4,2,7,24,29.2,17,122,38,31.1,71,39,12,12,2,0,10,2,32,11,0,Matches
1490,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,eng Premier League,24-156,1996,19.9,30,22,4,15,11,9,26,34.6,17,290,79,27.2,54,147,89,12,1,0,11,10,40,6,0,Matches
1491,Mikail Maden\Mikail-Maden,no NOR,FW,Schalke 04,de Bundesliga,19-101,2002,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1492,Pablo Maffeo\Pablo-Maffeo,es ESP,DF,Huesca,es La Liga,23-290,1997,18.0,24,19,17,6,1,7,18,38.9,11,212,71,33.5,95,83,34,32,7,1,25,23,47,34,0,Matches
1493,Lisandro Magallán\Lisandro-Magallan,ar ARG,DF,Crotone,it Serie A,27-213,1993,20.2,61,38,32,26,3,24,40,60.0,16,292,106,36.3,144,131,17,33,14,0,19,29,90,89,3,Matches
1494,Christian Maggio\Christian-Maggio,it ITA,DF,Benevento,it Serie A,39-076,1982,3.3,9,5,5,3,1,2,6,33.3,4,50,14,28.0,21,20,9,8,2,0,6,2,11,2,0,Matches
1495,Giulio Maggiore\Giulio-Maggiore,it ITA,MF,Spezia,it Serie A,23-047,1998,20.7,58,36,22,28,8,22,46,47.8,24,399,110,27.6,101,210,88,33,6,0,27,23,81,21,0,Matches
1496,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,36-167,1984,4.9,10,8,5,4,1,5,15,33.3,10,73,25,34.2,31,34,8,10,2,0,8,5,15,19,0,Matches
1497,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DF,Hellas Verona,it Serie A,25-206,1995,15.4,20,9,14,5,1,5,12,41.7,7,206,76,36.9,98,101,7,34,17,0,17,41,61,120,3,Matches
1498,Hugo Magnetti\Hugo-Magnetti,fr FRA,MF,Brest,fr Ligue 1,22-333,1998,4.0,20,11,8,11,1,5,17,29.4,12,110,44,40.0,38,63,9,3,0,0,3,5,25,13,0,Matches
1499,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,eng Premier League,28-054,1993,33.0,30,18,20,10,0,14,26,53.8,12,185,64,34.6,105,73,7,44,24,0,20,60,90,169,1,Matches
1500,Abdallahi Mahmoud\Abdallahi-Mahmoud,mr MTN,MF,Alavés,es La Liga,20-359,2000,0.7,3,2,1,2,0,1,2,50.0,1,14,4,28.6,5,6,3,0,0,0,0,1,4,0,0,Matches
1501,Hicham Mahou\Hicham-Mahou,fr FRA,DF,Nice,fr Ligue 1,21-300,1999,0.4,3,1,3,0,0,1,2,50.0,1,9,1,11.1,4,3,2,3,0,0,3,1,4,0,0,Matches
1502,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,eng Premier League,30-066,1991,19.9,20,15,3,9,8,8,32,25.0,24,226,54,23.9,22,97,107,22,0,0,22,5,25,3,0,Matches
1503,Arne Maier\Arne-Maier,de GER,MFFW,Arminia,de Bundesliga,22-110,1999,8.5,13,9,3,8,2,4,11,36.4,7,127,38,29.9,33,70,24,12,2,0,10,8,21,13,0,Matches
1504,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,22-110,1999,0.3,1,0,0,1,0,0,0,,0,3,1,33.3,0,3,0,0,0,0,0,0,1,0,0,Matches
1505,Habib Maïga\Habib-Maiga,ci CIV,MF,Metz,fr Ligue 1,25-117,1996,25.9,81,53,39,37,5,34,80,42.5,46,595,184,30.9,224,313,58,48,9,0,39,33,114,37,0,Matches
1506,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,25-151,1995,34.0,0,0,0,0,0,0,0,,0,2,1,50.0,2,0,0,0,0,0,0,0,0,2,2,Matches
1507,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,23-242,1997,5.4,17,11,9,6,2,8,11,72.7,3,113,25,22.1,48,44,21,13,3,0,10,13,30,12,1,Matches
1508,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,MF,West Brom,eng Premier League,23-242,1997,10.9,19,13,8,6,5,5,22,22.7,17,266,82,30.8,78,123,65,16,1,0,15,19,38,19,0,Matches
1509,Josh Maja\Josh-Maja,ng NGA,FW,Fulham,eng Premier League,22-122,1998,7.2,3,2,0,1,2,1,4,25.0,3,73,20,27.4,3,32,38,3,0,0,3,4,7,2,0,Matches
1510,Josh Maja\Josh-Maja,ng NGA,FW,Bordeaux,fr Ligue 1,22-122,1998,8.9,7,2,3,3,1,1,12,8.3,11,155,45,29.0,12,74,69,5,0,0,5,5,12,9,0,Matches
1511,Radosław Majecki\Radoslaw-Majecki,pl POL,GK,Monaco,fr Ligue 1,21-163,1999,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1512,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FWMF,Strasbourg,fr Ligue 1,29-221,1991,6.1,1,1,0,0,1,0,4,0.0,4,55,15,27.3,16,25,14,5,1,0,4,3,4,3,0,Matches
1513,Marco Majouga\Marco-Majouga,fr FRA,FWMF,Nîmes,fr Ligue 1,19-354,2001,1.2,0,0,0,0,0,0,2,0.0,2,10,2,20.0,0,2,8,1,0,0,1,1,1,1,0,Matches
1514,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,MF,Udinese,it Serie A,22-320,1998,4.0,9,7,5,2,2,2,12,16.7,10,78,25,32.1,36,32,10,2,0,0,2,2,11,5,0,Matches
1515,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,es La Liga,26-092,1995,25.4,50,31,24,20,6,10,47,21.3,37,495,129,26.1,135,271,89,49,7,0,42,40,90,63,1,Matches
1516,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,29-154,1991,13.4,21,6,12,8,1,6,16,37.5,10,113,39,34.5,65,44,4,18,7,0,11,16,37,65,1,Matches
1517,Adilson Malanda\Adilson-Malanda,fr FRA,MF,Nîmes,fr Ligue 1,19-181,2001,0.2,1,0,1,0,0,0,0,,0,3,0,0.0,2,1,0,0,0,0,0,0,1,0,0,Matches
1518,Filip Malbašić\Filip-Malbasic,rs SRB,FWMF,Cádiz,es La Liga,28-161,1992,7.4,12,7,4,5,3,4,14,28.6,10,158,32,20.3,23,71,64,11,0,0,11,4,16,4,0,Matches
1519,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Fiorentina,it Serie A,29-271,1991,2.3,4,2,2,2,0,0,3,0.0,3,28,8,28.6,10,10,8,7,0,0,7,2,6,5,0,Matches
1520,Kévin Malcuit\Kevin-Malcuit,ma MAR,MFFW,Napoli,it Serie A,29-271,1991,0.4,1,0,1,0,0,0,0,,0,11,2,18.2,5,4,2,1,0,0,1,2,3,1,0,Matches
1521,Daniel Maldini\Daniel-Maldini,it ITA,FWMF,Milan,it Serie A,19-199,2001,0.3,1,0,0,1,0,0,2,0.0,2,16,7,43.8,5,5,6,0,0,0,0,0,1,0,0,Matches
1522,Ruslan Malinovskyi\Ruslan-Malinovskyi,ua UKR,FWMF,Atalanta,it Serie A,27-359,1993,16.9,19,13,1,14,4,5,17,29.4,12,334,93,27.8,36,159,139,18,0,0,18,3,22,6,1,Matches
1523,Yunus Mallı\Yunus-Malli,tr TUR,MF,Wolfsburg,de Bundesliga,29-063,1992,0.6,0,0,0,0,0,0,0,,0,3,0,0.0,0,1,2,0,0,0,0,0,0,0,0,Matches
1524,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,29-310,1991,28.1,71,36,38,32,1,27,49,55.1,22,393,113,28.8,162,168,63,69,9,0,60,28,99,90,0,Matches
1525,Mickael Malsa\Mickael-Malsa,mq MTQ,MF,Levante,es La Liga,25-198,1995,22.8,58,34,26,29,3,19,49,38.8,30,400,120,30.0,147,224,29,38,9,1,29,40,98,46,0,Matches
1526,Dennis Man\Dennis-Man,ro ROU,FWMF,Parma,it Serie A,22-245,1998,7.8,11,4,6,4,1,6,24,25.0,18,113,22,19.5,27,55,31,7,0,0,7,6,17,5,0,Matches
1527,Hianga Mananga Mbock\Hianga-Mananga-Mbock,fr FRA,MF,Brest,fr Ligue 1,21-121,1999,5.0,6,4,4,2,0,2,7,28.6,5,96,22,22.9,41,44,11,7,0,0,7,1,7,8,0,Matches
1528,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,31-292,1989,21.7,39,19,20,18,1,19,53,35.8,34,281,84,29.9,149,98,34,41,1,0,40,26,65,56,0,Matches
1529,Gianluca Mancini\Gianluca-Mancini,it ITA,DF,Roma,it Serie A,25-011,1996,27.7,62,38,32,25,5,15,33,45.5,18,385,139,36.1,187,172,26,45,17,0,28,63,125,83,0,Matches
1530,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,36-031,1985,33.0,0,0,0,0,0,0,1,0.0,1,4,2,50.0,4,0,0,0,0,0,0,0,0,0,1,Matches
1531,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,fr Ligue 1,27-097,1994,20.2,64,40,36,23,5,28,51,54.9,23,295,103,34.9,116,131,48,48,4,0,44,43,107,68,0,Matches
1532,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,29-188,1991,25.6,28,19,20,8,0,6,12,50.0,6,157,58,36.9,98,50,9,31,15,2,16,32,60,112,0,Matches
1533,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Udinese,it Serie A,23-303,1997,4.4,8,5,3,4,1,3,12,25.0,9,71,16,22.5,32,28,11,14,3,0,11,3,11,5,0,Matches
1534,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Torino,it Serie A,23-303,1997,11.9,17,12,5,8,4,4,24,16.7,20,252,69,27.4,90,114,48,14,5,0,9,13,30,24,0,Matches
1535,Mario Mandžukić\Mario-Mandzukic,hr CRO,FW,Milan,it Serie A,34-342,1986,2.1,7,4,3,3,1,0,1,0.0,1,54,18,33.3,10,19,25,0,0,0,0,1,8,3,0,Matches
1536,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,eng Premier League,29-018,1992,27.1,35,26,7,17,11,8,22,36.4,14,402,136,33.8,53,138,211,34,2,0,32,15,50,6,0,Matches
1537,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Valencia,es La Liga,30-074,1991,3.5,1,1,1,0,0,0,0,,0,35,7,20.0,28,5,2,7,5,0,2,4,5,22,0,Matches
1538,Orel Mangala\Orel-Mangala,be BEL,MF,Stuttgart,de Bundesliga,23-041,1998,23.4,30,18,12,14,4,12,25,48.0,13,232,72,31.0,58,131,43,55,14,0,41,27,57,28,0,Matches
1539,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,33-364,1987,26.0,57,43,24,28,5,21,71,29.6,50,558,145,26.0,182,323,53,40,7,0,33,24,81,59,0,Matches
1540,Vito Mannone\Vito-Mannone,it ITA,GK,Monaco,fr Ligue 1,33-057,1988,9.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1541,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Napoli,it Serie A,29-318,1991,20.5,27,14,20,7,0,10,20,50.0,10,138,50,36.2,91,43,4,31,12,0,19,15,42,81,2,Matches
1542,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,26-358,1994,9.2,28,14,10,14,4,9,15,60.0,6,124,33,26.6,44,46,34,17,2,0,15,8,36,21,0,Matches
1543,Juan Manuel Ramos\Juan-Manuel-Ramos,uy URU,DF,Spezia,it Serie A,24-138,1996,3.0,4,1,2,1,1,2,3,66.7,1,26,9,34.6,13,7,6,5,0,0,5,0,4,8,0,Matches
1544,Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,fr Ligue 1,22-073,1999,12.0,18,11,4,7,7,5,13,38.5,8,174,41,23.6,37,70,67,7,2,0,5,5,23,4,0,Matches
1545,Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Rennes,fr Ligue 1,22-296,1998,10.7,23,16,12,7,4,9,19,47.4,10,109,39,35.8,44,44,21,22,2,1,20,9,32,29,0,Matches
1546,Sekou Mara\Sekou-Mara,fr FRA,FWMF,Bordeaux,fr Ligue 1,18-272,2002,0.7,0,0,0,0,0,0,3,0.0,3,18,3,16.7,4,7,7,0,0,0,0,0,0,0,0,Matches
1547,Maranhão\Maranhao,br BRA,FW,Valladolid,es La Liga,24-190,1996,10.5,6,3,2,2,2,0,8,0.0,8,171,44,25.7,17,73,81,13,1,0,12,0,6,10,0,Matches
1548,Fernando Marçal\Fernando-Marcal,br BRA,DF,Wolves,eng Premier League,32-068,1989,6.8,9,4,5,4,0,2,6,33.3,4,63,19,30.2,30,22,11,19,2,0,17,7,16,23,0,Matches
1549,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,32-068,1989,0.9,0,0,0,0,0,0,0,,0,4,1,25.0,0,3,1,0,0,0,0,0,0,6,0,Matches
1550,Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,32-351,1988,10.0,21,16,9,4,8,9,20,45.0,11,113,41,36.3,42,35,36,18,2,0,16,9,30,19,0,Matches
1551,Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,33-343,1987,29.3,43,24,28,14,1,15,24,62.5,9,189,60,31.7,93,87,9,42,20,2,22,29,72,159,0,Matches
1552,Solly March\Solly-March,eng ENG,DF,Brighton,eng Premier League,26-282,1994,18.6,56,35,29,18,9,15,33,45.5,18,240,71,29.6,86,84,70,50,6,0,44,19,75,16,0,Matches
1553,Federico Marchetti\Federico-Marchetti,it ITA,GK,Genoa,it Serie A,38-080,1983,2.7,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
1554,Riccardo Marchizza\Riccardo-Marchizza,it ITA,DF,Spezia,it Serie A,23-033,1998,14.3,22,12,16,4,2,9,16,56.3,7,153,41,26.8,68,57,28,20,5,0,15,15,37,25,0,Matches
1555,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,it Serie A,29-072,1992,29.0,36,24,18,15,3,6,21,28.6,15,201,72,35.8,94,88,19,65,39,0,26,31,67,120,1,Matches
1556,Iván Marcone\Ivan-Marcone,ar ARG,MF,Elche,es La Liga,30-329,1990,26.7,59,44,35,19,5,26,72,36.1,46,356,119,33.4,185,153,18,40,9,0,31,34,93,40,0,Matches
1557,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFMF,Athletic Club,es La Liga,32-014,1989,12.0,14,10,7,4,3,5,18,27.8,13,131,37,28.2,42,54,35,24,1,1,23,12,26,22,0,Matches
1558,Dario Maresic\Dario-Maresic,at AUT,DF,Reims,fr Ligue 1,21-211,1999,4.7,12,6,8,4,0,5,10,50.0,5,35,11,31.4,18,14,3,5,1,0,4,6,18,22,0,Matches
1559,José Mari\Jose-Mari,es ESP,MF,Cádiz,es La Liga,33-143,1987,12.4,21,15,8,11,2,6,20,30.0,14,206,73,35.4,74,113,19,20,7,0,13,15,36,46,1,Matches
1560,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,eng Premier League,27-240,1993,9.0,13,10,10,3,0,3,8,37.5,5,58,23,39.7,34,22,2,12,6,0,6,5,18,50,0,Matches
1561,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,26-098,1995,17.7,21,14,17,4,0,10,19,52.6,9,105,30,28.6,59,38,8,25,11,0,14,20,41,85,0,Matches
1562,Mariano\Mariano,do DOM,FW,Real Madrid,es La Liga,27-270,1993,5.3,2,2,0,1,1,0,6,0.0,6,102,22,21.6,11,44,47,5,1,0,4,0,2,2,0,Matches
1563,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,29-211,1991,12.1,33,25,12,19,2,11,37,29.7,26,274,85,31.0,75,154,45,19,3,0,16,15,48,11,2,Matches
1564,Adrián Marín\Adrian-Marin,es ESP,DFMF,Alavés,es La Liga,24-109,1997,1.0,1,1,0,1,0,0,0,,0,24,6,25.0,4,12,8,5,1,0,4,1,2,3,0,Matches
1565,Adrián Marín\Adrian-Marin,es ESP,DF,Granada,es La Liga,24-109,1997,1.9,1,1,1,0,0,0,0,,0,14,4,28.6,8,4,2,8,2,0,6,3,4,10,0,Matches
1566,Răzvan Marin\Razvan-Marin,ro ROU,MF,Cagliari,it Serie A,24-340,1996,29.4,60,44,28,23,9,23,47,48.9,24,488,135,27.7,161,262,65,30,9,0,21,23,83,22,0,Matches
1567,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Monaco,fr Ligue 1,26-357,1994,19.5,23,14,15,7,1,10,18,55.6,8,128,40,31.3,74,49,5,19,12,0,7,21,44,88,0,Matches
1568,Marlon\Marlon,br BRA,DF,Sassuolo,it Serie A,25-233,1995,17.5,20,17,14,4,2,10,14,71.4,4,126,36,28.6,56,60,10,28,16,0,12,21,41,74,1,Matches
1569,Omar Marmoush\Omar-Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,22-080,1999,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1570,Marquinhos\Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,26-349,1994,19.6,21,15,10,9,2,9,25,36.0,16,166,56,33.7,61,79,26,30,11,0,19,25,46,77,2,Matches
1571,Luca Marrone\Luca-Marrone,it ITA,DF,Crotone,it Serie A,31-031,1990,15.1,26,18,17,9,0,12,22,54.5,10,164,53,32.3,99,59,6,24,7,0,17,11,37,57,1,Matches
1572,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,30-115,1991,21.3,18,11,4,9,5,5,21,23.8,16,371,69,18.6,37,165,169,18,4,0,14,3,21,6,0,Matches
1573,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,eng Premier League,25-144,1995,16.4,1,1,0,0,1,0,7,0.0,7,148,42,28.4,13,39,96,22,5,0,17,4,5,9,0,Matches
1574,Aarón Martín\Aaron-Martin,es ESP,DF,Celta Vigo,es La Liga,24-006,1997,12.6,21,5,9,11,1,10,22,45.5,12,131,30,22.9,52,62,17,20,2,0,18,13,34,36,0,Matches
1575,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,24-006,1997,2.9,2,2,2,0,0,1,4,25.0,3,26,9,34.6,6,17,3,2,0,0,2,3,5,1,0,Matches
1576,Álex Martín\Alex-Martin,es ESP,DF,Cádiz,es La Liga,23-093,1998,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
1577,Jonas Martin\Jonas-Martin,fr FRA,MF,Rennes,fr Ligue 1,31-019,1990,5.4,15,11,5,8,2,4,13,30.8,9,80,28,35.0,24,43,13,12,2,0,10,9,24,7,0,Matches
1578,Martinelli\Martinelli,br BRA,FW,Arsenal,eng Premier League,19-314,2001,4.7,5,1,2,2,1,4,10,40.0,6,77,13,16.9,12,23,42,7,0,0,7,6,11,4,0,Matches
1579,Lucas Martínez Quarta\Lucas-Martinez-Quarta,ar ARG,DF,Fiorentina,it Serie A,24-353,1996,15.5,40,28,25,12,3,19,45,42.2,26,234,77,32.9,126,85,23,23,8,0,15,35,75,59,1,Matches
1580,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Aston Villa,eng Premier League,28-238,1992,32.0,0,0,0,0,0,0,1,0.0,1,4,0,0.0,4,0,0,0,0,0,0,0,0,0,1,Matches
1581,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,29-346,1991,24.0,27,13,19,8,0,11,28,39.3,17,180,58,32.2,108,71,1,26,7,1,19,28,55,117,0,Matches
1582,Javi Martínez\Javi-Martinez,es ESP,MFFW,Osasuna,es La Liga,21-127,1999,3.6,10,7,3,6,1,3,7,42.9,4,87,21,24.1,16,47,24,8,0,0,8,3,13,4,0,Matches
1583,Javi Martínez\Javi-Martinez,es ESP,MFDF,Bayern Munich,de Bundesliga,32-238,1988,4.6,9,5,4,3,2,4,5,80.0,1,53,20,37.7,17,26,10,12,4,0,8,10,19,24,0,Matches
1584,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,it Serie A,23-249,1997,24.9,20,15,5,6,9,5,16,31.3,11,427,109,25.5,54,170,203,39,6,0,33,26,46,11,0,Matches
1585,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Nîmes,fr Ligue 1,32-066,1989,6.0,13,8,8,5,0,7,9,77.8,2,36,14,38.9,19,15,2,11,3,0,8,7,20,35,1,Matches
1586,Gelson Martins\Gelson-Martins,pt POR,MFFW,Monaco,fr Ligue 1,25-352,1995,15.4,35,21,9,10,16,11,36,30.6,25,269,88,32.7,45,124,100,25,0,0,25,9,44,6,0,Matches
