,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
2282,Jerdy Schouten\Jerdy-Schouten,nl NED,MF,Bologna,it Serie A,22,1997,12.0,6,1,0,25,3,0,0,26,21,0,0,0,164,25,22,53.2,Matches
2283,Markus Schubert\Markus-Schubert,de GER,GK,Schalke 04,de Bundesliga,21,1998,8.2,0,0,0,0,2,0,0,1,0,0,0,0,43,0,0,,Matches
2284,Nico Schulz\Nico-Schulz,de GER,DF,Dortmund,de Bundesliga,26,1993,6.6,0,0,0,12,3,4,16,4,8,0,0,0,48,2,2,50.0,Matches
2285,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Freiburg,de Bundesliga,27,1992,23.2,0,0,0,0,3,0,0,0,0,0,0,0,112,0,0,,Matches
2286,Matteo Scozzarella\Matteo-Scozzarella,it ITA,MF,Parma,it Serie A,31,1988,10.2,2,0,0,11,9,0,16,17,15,0,0,0,114,3,4,42.9,Matches
2287,Aleksandar Sedlar\Aleksandar-Sedlar,rs SRB,DF,Mallorca,es La Liga,27,1991,9.0,3,1,0,11,4,0,0,10,8,0,1,0,111,25,15,62.5,Matches
2288,Davie Selke\Davie-Selke,de GER,FW,Hertha BSC,de Bundesliga,24,1995,10.7,3,0,0,26,20,6,6,1,3,0,0,0,40,70,64,52.2,Matches
2289,Davie Selke\Davie-Selke,de GER,FW,Werder Bremen,de Bundesliga,24,1995,5.1,3,0,0,13,6,5,5,0,3,0,0,0,21,36,31,53.7,Matches
2290,Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27.0,0,0,0,1,5,0,0,0,0,0,0,0,143,0,0,,Matches
2291,Ken Sema\Ken-Sema,se SWE,DFMF,Udinese,it Serie A,25,1993,27.3,6,0,0,32,18,4,115,13,27,0,0,0,181,16,16,50.0,Matches
2292,Nélson Semedo\Nelson-Semedo,pt POR,DF,Barcelona,es La Liga,25,1993,23.3,2,0,0,21,30,3,23,21,37,2,1,0,165,14,9,60.9,Matches
2293,Alessandro Semprini\Alessandro-Semprini,it ITA,DF,Brescia,it Serie A,21,1998,7.0,2,0,0,4,6,0,9,3,3,0,0,0,61,7,6,53.8,Matches
2294,Josep Señé\Josep-Sene,es ESP,MF,Mallorca,es La Liga,27,1991,1.7,0,0,0,1,4,0,1,0,1,0,0,0,16,1,1,50.0,Matches
2295,Stefano Sensi\Stefano-Sensi,it ITA,MFFW,Inter,it Serie A,23,1995,8.0,2,0,0,14,14,0,25,4,11,1,0,0,67,3,4,42.9,Matches
2296,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,it Serie A,28,1991,34.0,1,0,0,0,4,0,0,0,0,0,0,0,118,0,0,,Matches
2297,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,de Bundesliga,22,1997,17.8,2,0,0,29,34,1,2,20,46,0,0,0,179,15,15,50.0,Matches
2298,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Tottenham,eng Premier League,19,2000,3.8,0,0,0,4,2,2,12,4,0,0,1,0,28,6,5,54.5,Matches
2299,Salva Sevilla\Salva-Sevilla,es ESP,MF,Mallorca,es La Liga,35,1984,28.5,10,1,1,34,20,1,30,13,20,0,0,0,286,8,12,40.0,Matches
2300,Yevhen Shakhov\Yevhen-Shakhov,ua UKR,MFFW,Lecce,it Serie A,28,1990,12.1,3,0,0,21,10,5,1,12,22,1,0,0,85,17,29,37.0,Matches
2301,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FW,Liverpool,eng Premier League,27,1991,2.1,0,0,0,1,3,1,4,0,0,0,0,0,17,3,4,42.9,Matches
2302,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,33,1986,11.7,1,1,0,20,32,12,15,1,5,0,0,0,55,13,44,22.8,Matches
2303,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,24,1995,19.3,7,0,0,23,10,4,24,15,24,0,0,0,205,32,23,58.2,Matches
2304,Khiry Shelton\Khiry-Shelton,us USA,FWMF,Paderborn 07,de Bundesliga,26,1993,0.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
2305,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,27,1992,23.5,3,0,0,17,6,1,25,10,16,0,0,0,238,18,11,62.1,Matches
2306,Gen Shoji\Gen-Shoji,jp JPN,DF,Toulouse,fr Ligue 1,26,1992,0.5,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,100.0,Matches
2307,Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Everton,eng Premier League,27,1992,20.3,3,0,0,24,19,2,49,32,40,0,0,0,214,29,33,46.8,Matches
2308,Kalidou Sidibé\Kalidou-Sidibe,fr FRA,MF,Toulouse,fr Ligue 1,20,1999,1.0,0,0,0,3,0,0,0,0,2,0,0,0,13,1,1,50.0,Matches
2309,Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,29,1989,13.1,1,0,0,8,4,0,0,12,13,0,1,0,130,27,13,67.5,Matches
2310,Jordan Siebatcheu\Jordan-Siebatcheu,us USA,FW,Rennes,fr Ligue 1,23,1996,4.9,3,0,0,11,7,1,2,1,5,0,0,0,29,12,19,38.7,Matches
2311,Kaj Sierhuis\Kaj-Sierhuis,nl NED,FW,Reims,fr Ligue 1,21,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2312,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,eng Premier League,29,1989,28.4,3,0,0,34,23,2,47,24,45,0,0,0,241,18,28,39.1,Matches
2313,Luca Siligardi\Luca-Siligardi,it ITA,FWMF,Parma,it Serie A,31,1988,3.7,0,0,0,3,7,0,6,5,3,0,0,0,44,7,4,63.6,Matches
2314,Adrien Silva\Adrien-Silva,pt POR,MF,Monaco,fr Ligue 1,30,1989,13.6,7,0,0,22,22,0,8,12,28,0,0,0,163,12,15,44.4,Matches
2315,André Silva\Andre-Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,23,1995,17.5,1,0,0,14,21,12,12,1,4,1,0,0,89,48,68,41.4,Matches
2316,André Silva\Andre-Silva,pt POR,FW,Milan,it Serie A,23,1995,0.7,1,0,0,1,2,0,2,0,1,0,0,0,1,0,1,0.0,Matches
2317,Bernardo Silva\Bernardo-Silva,pt POR,FWMF,Manchester City,eng Premier League,24,1994,22.6,5,0,0,23,20,2,63,23,26,0,1,0,183,11,28,28.2,Matches
2318,David Silva\David-Silva,es ESP,MF,Manchester City,eng Premier League,33,1986,20.3,0,0,0,20,20,3,26,9,16,0,0,0,164,8,15,34.8,Matches
2319,Gabriel Silva\Gabriel-Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,28,1991,2.6,0,0,0,3,2,0,2,1,2,0,0,0,13,7,4,63.6,Matches
2320,Jonathan Silva\Jonathan-Silva,ar ARG,DF,Leganés,es La Liga,25,1994,30.9,13,1,0,45,36,4,99,26,19,0,1,1,223,36,43,45.6,Matches
2321,Matheus Pereira da Silva\Matheus-Pereira-da-Silva,br BRA,MFFW,Dijon,fr Ligue 1,21,1998,5.2,4,0,0,8,2,1,9,5,4,0,0,0,58,2,6,25.0,Matches
2322,Rui Silva\Rui-Silva,pt POR,GK,Granada,es La Liga,25,1994,35.0,3,0,0,0,4,0,0,0,0,0,0,0,223,0,0,,Matches
2323,Thiago Silva\Thiago-Silva,br BRA,DF,Paris S-G,fr Ligue 1,34,1984,17.5,1,0,0,9,10,0,0,14,21,0,0,0,184,31,20,60.8,Matches
2324,Marco Silvestri\Marco-Silvestri,it ITA,GK,Hellas Verona,it Serie A,28,1991,35.0,2,0,0,0,5,0,0,0,0,0,0,0,158,0,0,,Matches
2325,Mohamed Simakan\Mohamed-Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,19,2000,16.7,4,0,0,26,40,1,20,24,28,1,2,0,144,44,27,62.0,Matches
2326,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Cagliari,it Serie A,24,1995,32.5,4,0,0,54,52,23,20,7,11,1,0,0,94,42,128,24.7,Matches
2327,Moses Simon\Moses-Simon,ng NGA,FWMF,Nantes,fr Ligue 1,24,1995,24.2,2,0,0,10,23,8,59,9,10,0,0,0,138,10,40,20.0,Matches
2328,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,es La Liga,22,1997,33.2,2,1,0,2,2,0,0,0,0,0,0,0,161,0,0,,Matches
2329,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,eng Premier League,22,1996,2.7,0,0,0,1,1,0,0,6,2,0,0,0,22,4,2,66.7,Matches
2330,Sarpreet Singh\Sarpreet-Singh,nz NZL,FWMF,Bayern Munich,de Bundesliga,20,1999,0.8,0,0,0,3,0,1,0,0,0,0,0,0,5,1,1,50.0,Matches
2331,Wilfried Singo\Wilfried-Singo,ci CIV,DF,Torino,it Serie A,18,2000,1.5,0,0,0,2,3,0,8,1,0,0,0,0,10,5,1,83.3,Matches
2332,Daley Sinkgraven\Daley-Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,24,1995,10.1,1,0,0,12,5,0,12,7,16,0,0,0,98,7,12,36.8,Matches
2333,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Leganés,es La Liga,30,1988,21.3,7,0,0,24,9,3,8,25,25,0,1,0,250,74,39,65.5,Matches
2334,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,it Serie A,32,1987,36.0,4,0,0,0,2,0,1,0,0,0,0,0,143,0,0,,Matches
2335,Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,21,1997,17.8,5,0,0,39,15,1,15,24,35,0,0,0,156,32,23,58.2,Matches
2336,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,eng Premier League,29,1989,27.2,8,0,0,44,16,2,21,22,35,0,1,0,285,31,27,53.4,Matches
2337,Sambou Sissoko\Sambou-Sissoko,fr FRA,MFFW,Reims,fr Ligue 1,20,1999,0.4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0.0,Matches
2338,Pione Sisto\Pione-Sisto,dk DEN,FWMF,Celta Vigo,es La Liga,24,1995,9.9,2,0,0,9,26,5,25,3,10,0,0,0,61,1,9,10.0,Matches
2339,Antonio Sivera\Antonio-Sivera,es ESP,GK,Alavés,es La Liga,22,1996,3.0,1,0,0,1,0,0,0,0,0,0,1,0,16,0,0,,Matches
2340,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Köln,de Bundesliga,24,1995,29.7,4,0,0,34,18,3,7,38,49,0,0,0,392,42,34,55.3,Matches
2341,Oliver Skipp\Oliver-Skipp,eng ENG,MFDF,Tottenham,eng Premier League,18,2000,0.9,0,0,0,1,0,0,0,0,2,0,0,0,14,0,2,0.0,Matches
2342,Łukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Bologna,it Serie A,28,1991,37.0,2,0,0,0,4,0,0,0,0,0,0,0,174,0,0,,Matches
2343,Andreas Skov Olsen\Andreas-Skov-Olsen,dk DEN,FWMF,Bologna,it Serie A,19,1999,8.4,2,0,0,13,11,3,34,4,7,0,0,0,69,5,11,31.3,Matches
2344,Robert Skov\Robert-Skov,dk DEN,DFFW,Hoffenheim,de Bundesliga,23,1996,29.0,4,0,0,21,36,2,76,18,30,0,0,0,188,18,24,42.9,Matches
2345,Simon Skrabb\Simon-Skrabb,fi FIN,MFFW,Brescia,it Serie A,24,1995,2.9,1,0,0,7,3,0,8,0,4,0,0,0,19,2,6,25.0,Matches
2346,Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,24,1995,29.2,9,1,1,52,27,0,2,18,29,1,0,1,254,37,30,55.2,Matches
2347,Steven Skrzybski\Steven-Skrzybski,de GER,FWMF,Düsseldorf,de Bundesliga,26,1992,5.9,0,0,0,3,15,1,7,8,3,0,0,0,33,1,13,7.1,Matches
2348,Petar Škuletić\Petar-Skuletic,rs SRB,FW,Montpellier,fr Ligue 1,29,1990,1.2,0,0,0,3,4,0,0,0,0,1,0,0,8,8,8,50.0,Matches
2349,Islam Slimani\Islam-Slimani,dz ALG,FW,Monaco,fr Ligue 1,31,1988,14.3,5,1,0,37,17,12,23,2,7,0,0,0,75,42,42,50.0,Matches
2350,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,eng Premier League,19,2000,4.4,0,0,0,2,6,0,4,1,8,0,0,0,42,3,21,12.5,Matches
2351,Chris Smalling\Chris-Smalling,eng ENG,DF,Roma,it Serie A,29,1989,28.5,3,0,0,33,10,1,6,23,23,0,3,0,287,91,33,73.4,Matches
2352,Dennis Smarsch\Dennis-Smarsch,de GER,GK,Hertha BSC,de Bundesliga,20,1999,1.7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,Matches
2353,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,eng Premier League,28,1991,22.8,7,0,0,25,40,2,21,23,30,0,2,0,194,36,30,54.5,Matches
2354,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,Arsenal,eng Premier League,19,2000,1.1,0,0,0,0,1,0,1,1,1,0,0,0,4,0,0,,Matches
2355,Fyodor Smolov\Fyodor-Smolov,ru RUS,FW,Celta Vigo,es La Liga,29,1990,8.3,4,0,0,14,7,8,8,5,1,0,0,0,30,14,23,37.8,Matches
2356,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,eng Premier League,31,1987,16.8,4,0,0,20,32,4,52,1,10,0,0,0,129,16,24,40.0,Matches
2357,Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,eng Premier League,27,1991,2.8,0,0,0,6,1,0,17,3,5,0,0,0,23,2,3,40.0,Matches
2358,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,eng Premier League,27,1991,14.5,1,0,0,10,3,0,41,16,24,0,0,0,124,20,22,47.6,Matches
2359,Rafa Soares\Rafa-Soares,pt POR,DFMF,Eibar,es La Liga,24,1995,4.8,1,0,0,5,2,0,11,2,2,0,0,0,44,7,7,50.0,Matches
2360,Lasse Sobiech\Lasse-Sobiech,de GER,DF,Köln,de Bundesliga,28,1991,1.0,1,0,0,2,0,0,1,2,0,0,0,0,18,10,3,76.9,Matches
2361,Marcel Sobottka\Marcel-Sobottka,de GER,MF,Düsseldorf,de Bundesliga,25,1994,7.8,2,0,0,17,11,0,0,9,12,0,0,0,70,5,15,25.0,Matches
2362,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Valencia,es La Liga,27,1992,1.9,0,0,0,7,7,1,2,1,4,0,0,0,14,3,7,30.0,Matches
2363,Dominic Solanke\Dominic-Solanke,eng ENG,FWMF,Bournemouth,eng Premier League,21,1997,18.3,1,0,0,15,23,4,9,7,10,0,0,0,120,51,102,33.3,Matches
2364,Roberto Soldado\Roberto-Soldado,es ESP,FW,Granada,es La Liga,34,1985,26.1,14,0,0,43,43,20,23,7,7,1,0,0,85,47,85,35.6,Matches
2365,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,es La Liga,22,1997,23.0,4,0,0,22,25,1,14,5,17,0,0,0,140,17,17,50.0,Matches
2366,Oumar Solet\Oumar-Solet,fr FRA,DF,Lyon,fr Ligue 1,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
2367,Yann Sommer\Yann-Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,30,1988,34.0,0,0,0,0,2,0,0,1,0,0,0,0,192,0,0,,Matches
2368,Kévin Soni\Kevin-Soni,cm CMR,FW,Espanyol,es La Liga,21,1998,0.0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,,Matches
2369,David Soria\David-Soria,es ESP,GK,Getafe,es La Liga,26,1993,38.0,2,0,0,2,0,0,0,0,0,0,1,0,252,0,0,,Matches
2370,Bruno Soriano\Bruno-Soriano,es ESP,MF,Villarreal,es La Liga,35,1984,2.9,1,0,0,5,0,0,0,1,4,0,0,0,22,2,3,40.0,Matches
2371,Juan Soriano\Juan-Soriano,es ESP,GK,Leganés,es La Liga,21,1997,11.0,2,0,0,1,1,0,0,0,0,0,1,0,54,0,0,,Matches
2372,Roberto Soriano\Roberto-Soriano,it ITA,MF,Bologna,it Serie A,28,1991,27.4,4,2,0,57,44,4,29,10,37,3,0,0,158,25,50,33.3,Matches
2373,Riccardo Sottil\Riccardo-Sottil,it ITA,FWDF,Fiorentina,it Serie A,20,1999,5.7,3,0,0,11,26,2,18,0,3,0,0,0,31,4,5,44.4,Matches
2374,Tomáš Souček\Tomas-Soucek,cz CZE,MF,West Ham,eng Premier League,24,1995,11.6,0,0,0,11,9,0,1,15,25,0,0,1,117,62,38,62.0,Matches
2375,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,fr Ligue 1,27,1992,4.6,0,0,0,5,0,0,0,3,2,0,0,0,47,13,7,65.0,Matches
2376,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Genoa,it Serie A,27,1992,7.1,2,0,0,4,0,1,0,3,5,0,0,0,69,20,6,76.9,Matches
2377,Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,Lille,fr Ligue 1,20,1999,13.5,2,2,1,16,10,0,4,13,17,0,0,0,126,12,11,52.2,Matches
2378,Bryan Soumaré\Bryan-Soumare,fr FRA,MFFW,Dijon,fr Ligue 1,20,1999,4.3,0,0,0,4,8,0,5,2,7,0,0,0,35,4,7,36.4,Matches
2379,Arnaud Souquet\Arnaud-Souquet,fr FRA,DF,Montpellier,fr Ligue 1,27,1992,22.4,6,0,0,34,32,2,46,13,28,0,0,0,191,27,33,45.0,Matches
2380,Djibril Sow\Djibril-Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,22,1997,19.4,2,0,0,37,40,0,24,22,39,0,0,0,235,25,33,43.1,Matches
2381,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,eng Premier League,23,1996,33.7,4,1,0,29,20,1,4,26,47,0,2,0,362,121,56,68.4,Matches
2382,Nikolas Špalek\Nikolas-Spalek,sk SVK,MFFW,Brescia,it Serie A,22,1997,17.5,5,0,0,25,17,5,33,6,14,0,0,0,113,4,21,16.0,Matches
2383,Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,DF,Roma,it Serie A,26,1993,17.2,2,0,0,15,2,1,59,8,10,0,1,0,148,16,18,47.1,Matches
2384,Marco Sportiello\Marco-Sportiello,it ITA,GK,Atalanta,it Serie A,27,1992,5.8,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,,Matches
2385,Mattia Sprocati\Mattia-Sprocati,it ITA,FW,Parma,it Serie A,26,1993,6.6,0,0,0,4,19,1,12,2,3,0,0,0,52,3,5,37.5,Matches
2386,Bassem Srarfi\Bassem-Srarfi,tn TUN,FWDF,Nice,fr Ligue 1,22,1997,1.5,1,0,0,5,6,0,3,1,0,0,0,0,7,0,1,0.0,Matches
2387,Dennis Srbeny\Dennis-Srbeny,de GER,MFFW,Norwich City,eng Premier League,25,1994,0.5,0,0,0,1,0,0,0,0,4,0,0,0,5,1,5,16.7,Matches
2388,Dennis Srbeny\Dennis-Srbeny,de GER,FWMF,Paderborn 07,de Bundesliga,25,1994,12.4,2,0,0,18,22,5,2,2,10,0,0,0,45,27,50,35.1,Matches
2389,Jerry St. Juste\Jerry-St-Juste,nl NED,DF,Mainz 05,de Bundesliga,22,1996,23.5,7,0,0,22,23,1,4,37,36,0,0,0,205,50,53,48.5,Matches
2390,Jack Stacey\Jack-Stacey,eng ENG,DF,Bournemouth,eng Premier League,23,1996,17.2,2,0,0,10,10,1,16,14,13,0,0,0,185,22,18,55.0,Matches
2391,Kostas Stafylidis\Kostas-Stafylidis,gr GRE,DF,Hoffenheim,de Bundesliga,25,1993,4.4,0,0,0,6,4,0,8,6,0,0,0,0,39,6,6,50.0,Matches
2392,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,DF,Schalke 04,de Bundesliga,28,1990,9.0,2,0,0,9,4,0,1,17,21,0,0,0,96,11,10,52.4,Matches
2393,Junior Stanislas\Junior-Stanislas,eng ENG,MFDF,Bournemouth,eng Premier League,29,1989,7.9,1,0,0,5,4,1,13,1,6,0,0,0,60,9,6,60.0,Matches
2394,Niklas Stark\Niklas-Stark,de GER,DF,Hertha BSC,de Bundesliga,24,1995,19.2,8,0,0,26,8,0,0,15,24,0,0,1,139,37,26,58.7,Matches
2395,Jed Steer\Jed-Steer,eng ENG,GK,Aston Villa,eng Premier League,26,1992,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2396,Renato Steffen\Renato-Steffen,ch SUI,MFFW,Wolfsburg,de Bundesliga,27,1991,17.6,6,0,0,33,29,4,32,19,17,0,0,0,150,20,32,38.5,Matches
2397,Zack Steffen\Zack-Steffen,us USA,GK,Düsseldorf,de Bundesliga,24,1995,17.0,0,0,0,0,2,0,0,1,0,0,0,0,108,0,0,,Matches
2398,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,eng Premier League,30,1989,28.1,8,0,0,41,7,0,5,39,40,0,0,0,315,20,23,46.5,Matches
2399,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,eng Premier League,25,1994,27.2,4,1,0,13,13,0,3,18,35,0,1,0,322,43,56,43.4,Matches
2400,Mariusz Stępiński\Mariusz-Stepinski,pl POL,FW,Hellas Verona,it Serie A,24,1995,7.8,3,1,0,24,21,8,1,1,4,0,0,0,38,18,46,28.1,Matches
2401,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,eng Premier League,24,1994,29.5,5,0,0,30,40,12,63,10,29,3,0,0,160,20,35,36.4,Matches
2402,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,29,1990,37.2,7,0,0,39,19,2,84,24,43,0,0,0,340,35,26,57.4,Matches
2403,Marco Stiepermann\Marco-Stiepermann,de GER,MF,Norwich City,eng Premier League,28,1991,13.1,6,0,0,22,15,0,10,3,7,0,0,0,67,14,59,19.2,Matches
2404,Lars Stindl\Lars-Stindl,de GER,MFFW,M'Gladbach,de Bundesliga,30,1988,15.9,4,0,0,21,23,3,13,8,25,1,0,0,113,21,38,35.6,Matches
2405,Kevin Stöger\Kevin-Stoger,at AUT,MF,Düsseldorf,de Bundesliga,25,1993,14.1,3,0,0,29,24,0,24,20,20,0,0,0,148,5,10,33.3,Matches
2406,Vlatko Stojanovski\Vlatko-Stojanovski,mk MKD,FW,Nîmes,fr Ligue 1,22,1997,1.4,0,0,0,0,1,0,1,1,2,0,0,0,6,1,4,20.0,Matches
2407,John Stones\John-Stones,eng ENG,DF,Manchester City,eng Premier League,25,1994,12.5,0,0,0,5,1,1,0,2,12,0,0,0,153,38,20,65.5,Matches
2408,Thomas Strakosha\Thomas-Strakosha,al ALB,GK,Lazio,it Serie A,24,1995,38.0,2,0,0,0,4,0,0,0,0,0,0,0,151,0,0,,Matches
2409,Tobias Strobl\Tobias-Strobl,de GER,MFDF,M'Gladbach,de Bundesliga,29,1990,6.8,1,0,0,12,10,0,0,8,14,0,0,0,71,9,8,52.9,Matches
2410,Christian Strohdiek\Christian-Strohdiek,de GER,DF,Paderborn 07,de Bundesliga,31,1988,15.1,3,0,0,10,14,0,4,13,15,0,1,0,161,47,35,57.3,Matches
2411,Kevin Strootman\Kevin-Strootman,nl NED,MF,Marseille,fr Ligue 1,29,1990,15.7,7,0,0,32,13,1,8,11,27,0,0,0,175,27,30,47.4,Matches
2412,Jens Stryger Larsen\Jens-Stryger-Larsen,dk DEN,DF,Udinese,it Serie A,28,1991,31.0,5,0,0,9,5,1,104,15,22,0,0,0,198,10,23,30.3,Matches
2413,Stefano Sturaro\Stefano-Sturaro,it ITA,MF,Genoa,it Serie A,26,1993,13.9,7,0,0,38,32,2,19,10,26,2,0,0,122,24,35,40.7,Matches
2414,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,es La Liga,31,1988,28.8,15,0,0,55,48,0,67,14,49,0,0,0,323,36,50,41.9,Matches
2415,Denis Suárez\Denis-Suarez,es ESP,MFFW,Celta Vigo,es La Liga,25,1994,18.1,2,0,0,21,32,0,40,11,16,1,0,0,111,3,16,15.8,Matches
2416,Luis Suárez\Luis-Suarez,uy URU,FW,Barcelona,es La Liga,32,1987,22.2,4,0,0,15,25,17,19,1,2,0,0,0,66,5,7,41.7,Matches
2417,Mathías Suárez\Mathias-Suarez,uy URU,DF,Montpellier,fr Ligue 1,23,1996,0.7,0,0,0,1,1,0,0,1,2,0,0,0,1,0,1,0.0,Matches
2418,Neven Subotić\Neven-Subotic,rs SRB,DF,Union Berlin,de Bundesliga,30,1988,21.8,3,1,1,17,4,0,5,25,22,0,1,0,233,71,21,77.2,Matches
2419,Isaac Success\Isaac-Success,ng NGA,FWMF,Watford,eng Premier League,23,1996,0.8,1,0,0,2,2,0,1,1,0,0,0,0,5,1,7,12.5,Matches
2420,Marek Suchý\Marek-Suchy,cz CZE,DF,Augsburg,de Bundesliga,31,1988,4.4,1,0,0,4,0,0,0,4,4,0,0,0,42,8,10,44.4,Matches
2421,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,de Bundesliga,23,1995,7.1,1,0,0,6,4,0,1,5,4,0,0,0,70,16,3,84.2,Matches
2422,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,eng Premier League,30,1989,1.5,0,0,0,1,3,0,2,3,1,0,0,0,14,2,0,100.0,Matches
2423,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Mallorca,es La Liga,30,1989,0.1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches
2424,Stoppila Sunzu\Stoppila-Sunzu,zm ZAM,DF,Metz,fr Ligue 1,30,1989,15.0,2,1,0,17,6,1,0,15,12,0,1,0,118,35,22,61.4,Matches
2425,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,eng Premier League,32,1986,2.6,1,0,0,1,1,0,1,1,2,0,0,0,40,5,7,41.7,Matches
2426,Sam Surridge\Sam-Surridge,eng ENG,FW,Bournemouth,eng Premier League,21,1998,0.3,0,0,0,1,1,0,1,1,0,0,0,0,1,4,4,50.0,Matches
2427,Suso\Suso,es ESP,FWMF,Sevilla,es La Liga,25,1993,8.7,0,0,0,5,8,3,22,1,2,0,0,0,49,3,5,37.5,Matches
2428,Suso\Suso,es ESP,FWMF,Milan,it Serie A,25,1993,15.1,2,0,0,10,28,2,71,6,14,0,0,0,81,1,3,25.0,Matches
2429,Bosko Sutalo\Bosko-Sutalo,hr CRO,DF,Atalanta,it Serie A,19,2000,3.1,1,0,0,8,4,0,3,4,2,0,0,0,41,11,8,57.9,Matches
2430,Markus Suttner\Markus-Suttner,at AUT,DFMF,Düsseldorf,de Bundesliga,32,1987,14.9,3,0,0,14,7,0,50,8,17,0,0,0,163,18,21,46.2,Matches
2431,Mattias Svanberg\Mattias-Svanberg,se SWE,MF,Bologna,it Serie A,20,1999,11.7,2,0,0,18,28,1,5,9,14,0,0,0,79,16,14,53.3,Matches
2432,Issiaga Sylla\Issiaga-Sylla,gn GUI,DF,Toulouse,fr Ligue 1,25,1994,28.0,2,0,0,37,22,2,72,46,51,0,2,1,321,76,44,63.3,Matches
2433,Moussa Sylla\Moussa-Sylla,fr FRA,FW,Monaco,fr Ligue 1,19,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2434,Eddy Sylvestre\Eddy-Sylvestre,fr FRA,MF,Nice,fr Ligue 1,19,1999,0.4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0.0,Matches
